task_file,concept_group,task_number,is_minimal_task,test_input_index,humans_solved,humans_failed,human_attempts,human_accuracy,kaggle_first_place_correct,kaggle_second_place_correct,gpt4_temp0_correct,gpt4_temp05_correct,n_machine_solvers_correct,human_minus_best_machine
HorizontalVertical1.json,HorizontalVertical,1,0,0,6,2,8,0.75,0,0,0,0,0,0.75
HorizontalVertical1.json,HorizontalVertical,1,0,1,5,2,7,0.7143,1,0,0,0,1,-0.2857
HorizontalVertical1.json,HorizontalVertical,1,0,2,12,1,13,0.9231,0,0,0,0,0,0.9231
HorizontalVertical10.json,HorizontalVertical,10,0,0,8,0,8,1.0,0,1,0,0,1,0.0
HorizontalVertical10.json,HorizontalVertical,10,0,1,8,0,8,1.0,0,0,0,0,0,1.0
HorizontalVertical10.json,HorizontalVertical,10,0,2,10,0,10,1.0,0,0,0,0,0,1.0
HorizontalVertical2.json,HorizontalVertical,2,0,0,7,1,8,0.875,0,0,0,0,0,0.875
HorizontalVertical2.json,HorizontalVertical,2,0,1,7,2,9,0.7778,0,1,0,0,1,-0.2222
HorizontalVertical2.json,HorizontalVertical,2,0,2,8,0,8,1.0,1,0,0,1,2,0.0
HorizontalVertical3.json,HorizontalVertical,3,0,0,7,1,8,0.875,1,0,1,1,3,-0.125
HorizontalVertical3.json,HorizontalVertical,3,0,1,7,1,8,0.875,1,0,0,0,1,-0.125
HorizontalVertical3.json,HorizontalVertical,3,0,2,8,0,8,1.0,1,0,0,0,1,0.0
HorizontalVertical4.json,HorizontalVertical,4,0,0,7,1,8,0.875,1,0,0,0,1,-0.125
HorizontalVertical4.json,HorizontalVertical,4,0,1,6,2,8,0.75,0,0,0,0,0,0.75
HorizontalVertical4.json,HorizontalVertical,4,0,2,8,0,8,1.0,1,0,1,1,3,0.0
HorizontalVertical5.json,HorizontalVertical,5,0,0,6,2,8,0.75,0,0,0,1,1,-0.25
HorizontalVertical5.json,HorizontalVertical,5,0,1,9,0,9,1.0,1,0,1,1,3,0.0
HorizontalVertical5.json,HorizontalVertical,5,0,2,8,0,8,1.0,0,0,0,0,0,1.0
HorizontalVertical6.json,HorizontalVertical,6,0,0,8,0,8,1.0,1,0,1,1,3,0.0
HorizontalVertical6.json,HorizontalVertical,6,0,1,8,0,8,1.0,1,0,1,1,3,0.0
HorizontalVertical6.json,HorizontalVertical,6,0,2,8,0,8,1.0,0,0,1,1,2,0.0
HorizontalVertical7.json,HorizontalVertical,7,0,0,7,2,9,0.7778,0,0,0,0,0,0.7778
HorizontalVertical7.json,HorizontalVertical,7,0,1,6,2,8,0.75,1,0,0,0,1,-0.25
HorizontalVertical7.json,HorizontalVertical,7,0,2,6,2,8,0.75,1,0,0,0,1,-0.25
HorizontalVertical8.json,HorizontalVertical,8,0,0,7,1,8,0.875,0,0,1,1,2,-0.125
HorizontalVertical8.json,HorizontalVertical,8,0,1,8,0,8,1.0,1,0,1,1,3,0.0
HorizontalVertical8.json,HorizontalVertical,8,0,2,8,0,8,1.0,0,0,0,0,0,1.0
HorizontalVertical9.json,HorizontalVertical,9,0,0,8,0,8,1.0,0,0,0,0,0,1.0
HorizontalVertical9.json,HorizontalVertical,9,0,1,9,0,9,1.0,0,1,0,0,1,0.0
HorizontalVertical9.json,HorizontalVertical,9,0,2,8,0,8,1.0,0,0,0,0,0,1.0
HorizontalVerticalMinimal.json,HorizontalVertical,,1,0,16,1,17,0.9412,0,1,1,1,3,-0.0588
HorizontalVerticalMinimal.json,HorizontalVertical,,1,1,21,1,22,0.9545,0,1,1,1,3,-0.0455
HorizontalVerticalMinimal.json,HorizontalVertical,,1,2,24,0,24,1.0,1,0,1,1,3,0.0
InsideOutside1.json,InsideOutside,1,0,0,14,0,14,1.0,0,0,0,0,0,1.0
InsideOutside1.json,InsideOutside,1,0,1,21,2,23,0.913,0,0,0,0,0,0.913
InsideOutside1.json,InsideOutside,1,0,2,8,0,8,1.0,1,0,0,0,1,0.0
InsideOutside10.json,InsideOutside,10,0,0,8,0,8,1.0,0,0,0,0,0,1.0
InsideOutside10.json,InsideOutside,10,0,1,8,1,9,0.8889,0,0,0,0,0,0.8889
InsideOutside10.json,InsideOutside,10,0,2,6,2,8,0.75,1,0,0,0,1,-0.25
InsideOutside2.json,InsideOutside,2,0,0,9,0,9,1.0,0,0,0,0,0,1.0
InsideOutside2.json,InsideOutside,2,0,1,7,1,8,0.875,1,0,1,0,2,-0.125
InsideOutside2.json,InsideOutside,2,0,2,8,1,9,0.8889,0,0,0,0,0,0.8889
InsideOutside3.json,InsideOutside,3,0,0,8,0,8,1.0,1,0,0,1,2,0.0
InsideOutside3.json,InsideOutside,3,0,1,8,0,8,1.0,1,0,0,0,1,0.0
InsideOutside3.json,InsideOutside,3,0,2,6,2,8,0.75,1,0,0,0,1,-0.25
InsideOutside4.json,InsideOutside,4,0,0,9,0,9,1.0,1,1,0,1,3,0.0
InsideOutside4.json,InsideOutside,4,0,1,8,0,8,1.0,1,1,1,1,4,0.0
InsideOutside4.json,InsideOutside,4,0,2,9,0,9,1.0,1,0,1,1,3,0.0
InsideOutside5.json,InsideOutside,5,0,0,7,1,8,0.875,0,0,0,0,0,0.875
InsideOutside5.json,InsideOutside,5,0,1,9,0,9,1.0,0,0,0,0,0,1.0
InsideOutside5.json,InsideOutside,5,0,2,7,6,13,0.5385,1,0,0,0,1,-0.4615
InsideOutside6.json,InsideOutside,6,0,0,7,1,8,0.875,1,0,0,0,1,-0.125
InsideOutside6.json,InsideOutside,6,0,1,6,2,8,0.75,0,0,0,0,0,0.75
InsideOutside6.json,InsideOutside,6,0,2,7,1,8,0.875,0,0,0,0,0,0.875
InsideOutside7.json,InsideOutside,7,0,0,12,2,14,0.8571,0,0,0,1,1,-0.1429
InsideOutside7.json,InsideOutside,7,0,1,6,2,8,0.75,0,0,0,0,0,0.75
InsideOutside7.json,InsideOutside,7,0,2,7,1,8,0.875,1,0,0,0,1,-0.125
InsideOutside8.json,InsideOutside,8,0,0,8,0,8,1.0,1,0,0,0,1,0.0
InsideOutside8.json,InsideOutside,8,0,1,8,0,8,1.0,1,0,0,0,1,0.0
InsideOutside8.json,InsideOutside,8,0,2,14,3,17,0.8235,0,0,0,0,0,0.8235
InsideOutside9.json,InsideOutside,9,0,0,10,0,10,1.0,1,1,0,0,2,0.0
InsideOutside9.json,InsideOutside,9,0,1,9,0,9,1.0,1,0,0,0,1,0.0
InsideOutside9.json,InsideOutside,9,0,2,8,0,8,1.0,1,0,0,0,1,0.0
InsideOutsideMinimal.json,InsideOutside,,1,0,22,0,22,1.0,1,0,0,0,1,0.0
InsideOutsideMinimal.json,InsideOutside,,1,1,16,0,16,1.0,1,0,0,0,1,0.0
InsideOutsideMinimal.json,InsideOutside,,1,2,17,0,17,1.0,1,0,1,1,3,0.0
MoveToBoundary1.json,MoveToBoundary,1,0,0,8,0,8,1.0,1,1,0,0,2,0.0
MoveToBoundary1.json,MoveToBoundary,1,0,1,12,0,12,1.0,1,1,1,0,3,0.0
MoveToBoundary1.json,MoveToBoundary,1,0,2,5,3,8,0.625,0,0,0,0,0,0.625
MoveToBoundary10.json,MoveToBoundary,10,0,0,8,0,8,1.0,0,0,0,0,0,1.0
MoveToBoundary10.json,MoveToBoundary,10,0,1,8,0,8,1.0,0,0,0,0,0,1.0
MoveToBoundary10.json,MoveToBoundary,10,0,2,9,0,9,1.0,0,0,0,0,0,1.0
MoveToBoundary2.json,MoveToBoundary,2,0,0,8,0,8,1.0,0,0,0,0,0,1.0
MoveToBoundary2.json,MoveToBoundary,2,0,1,8,0,8,1.0,1,0,0,0,1,0.0
MoveToBoundary2.json,MoveToBoundary,2,0,2,8,1,9,0.8889,0,0,0,0,0,0.8889
MoveToBoundary3.json,MoveToBoundary,3,0,0,6,2,8,0.75,1,1,0,0,2,-0.25
MoveToBoundary3.json,MoveToBoundary,3,0,1,6,2,8,0.75,1,1,0,0,2,-0.25
MoveToBoundary3.json,MoveToBoundary,3,0,2,7,2,9,0.7778,0,1,1,1,3,-0.2222
MoveToBoundary4.json,MoveToBoundary,4,0,0,8,0,8,1.0,1,1,0,0,2,0.0
MoveToBoundary4.json,MoveToBoundary,4,0,1,9,0,9,1.0,1,1,0,0,2,0.0
MoveToBoundary4.json,MoveToBoundary,4,0,2,8,0,8,1.0,1,1,0,0,2,0.0
MoveToBoundary5.json,MoveToBoundary,5,0,0,7,2,9,0.7778,0,0,0,0,0,0.7778
MoveToBoundary5.json,MoveToBoundary,5,0,1,9,2,11,0.8182,0,0,0,0,0,0.8182
MoveToBoundary5.json,MoveToBoundary,5,0,2,5,3,8,0.625,0,0,0,0,0,0.625
MoveToBoundary6.json,MoveToBoundary,6,0,0,7,1,8,0.875,1,0,1,1,3,-0.125
MoveToBoundary6.json,MoveToBoundary,6,0,1,8,0,8,1.0,1,0,0,1,2,0.0
MoveToBoundary6.json,MoveToBoundary,6,0,2,8,0,8,1.0,0,1,1,1,3,0.0
MoveToBoundary7.json,MoveToBoundary,7,0,0,8,0,8,1.0,0,0,0,0,0,1.0
MoveToBoundary7.json,MoveToBoundary,7,0,1,8,0,8,1.0,0,0,1,1,2,0.0
MoveToBoundary7.json,MoveToBoundary,7,0,2,7,1,8,0.875,0,0,0,0,0,0.875
MoveToBoundary8.json,MoveToBoundary,8,0,0,8,0,8,1.0,0,0,0,0,0,1.0
MoveToBoundary8.json,MoveToBoundary,8,0,1,7,1,8,0.875,0,0,0,0,0,0.875
MoveToBoundary8.json,MoveToBoundary,8,0,2,6,3,9,0.6667,1,0,1,1,3,-0.3333
MoveToBoundary9.json,MoveToBoundary,9,0,0,8,0,8,1.0,0,0,0,0,0,1.0
MoveToBoundary9.json,MoveToBoundary,9,0,1,8,0,8,1.0,0,0,0,0,0,1.0
MoveToBoundary9.json,MoveToBoundary,9,0,2,8,0,8,1.0,0,0,0,0,0,1.0
MoveToBoundaryMinimal.json,MoveToBoundary,,1,0,16,0,16,1.0,1,0,0,0,1,0.0
MoveToBoundaryMinimal.json,MoveToBoundary,,1,1,22,0,22,1.0,0,0,0,0,0,1.0
MoveToBoundaryMinimal.json,MoveToBoundary,,1,2,16,2,18,0.8889,0,0,0,0,0,0.8889
Order1.json,Order,1,0,0,12,2,14,0.8571,0,0,0,0,0,0.8571
Order1.json,Order,1,0,1,8,0,8,1.0,0,0,0,0,0,1.0
Order1.json,Order,1,0,2,9,0,9,1.0,0,0,0,0,0,1.0
Order10.json,Order,10,0,0,9,0,9,1.0,1,1,1,1,4,0.0
Order10.json,Order,10,0,1,8,0,8,1.0,1,1,1,1,4,0.0
Order10.json,Order,10,0,2,8,0,8,1.0,1,1,1,1,4,0.0
Order2.json,Order,2,0,0,7,1,8,0.875,0,0,0,0,0,0.875
Order2.json,Order,2,0,1,6,2,8,0.75,0,0,0,0,0,0.75
Order2.json,Order,2,0,2,6,3,9,0.6667,0,0,0,0,0,0.6667
Order3.json,Order,3,0,0,4,4,8,0.5,0,0,0,0,0,0.5
Order3.json,Order,3,0,1,7,1,8,0.875,0,0,0,0,0,0.875
Order3.json,Order,3,0,2,5,3,8,0.625,0,0,0,0,0,0.625
Order4.json,Order,4,0,0,7,3,10,0.7,0,0,0,0,0,0.7
Order4.json,Order,4,0,1,6,2,8,0.75,0,0,0,0,0,0.75
Order4.json,Order,4,0,2,2,6,8,0.25,0,0,0,0,0,0.25
Order5.json,Order,5,0,0,8,2,10,0.8,0,0,0,0,0,0.8
Order5.json,Order,5,0,1,8,3,11,0.7273,0,0,0,0,0,0.7273
Order5.json,Order,5,0,2,6,2,8,0.75,0,0,0,0,0,0.75
Order6.json,Order,6,0,0,8,0,8,1.0,1,0,1,1,3,0.0
Order6.json,Order,6,0,1,8,0,8,1.0,0,1,0,0,1,0.0
Order6.json,Order,6,0,2,8,0,8,1.0,0,0,0,0,0,1.0
Order7.json,Order,7,0,0,8,1,9,0.8889,1,0,0,0,1,-0.1111
Order7.json,Order,7,0,1,9,0,9,1.0,0,0,1,1,2,0.0
Order7.json,Order,7,0,2,8,0,8,1.0,1,0,0,0,1,0.0
Order8.json,Order,8,0,0,8,0,8,1.0,1,1,1,1,4,0.0
Order8.json,Order,8,0,1,8,0,8,1.0,1,1,1,1,4,0.0
Order8.json,Order,8,0,2,9,0,9,1.0,0,0,1,1,2,0.0
Order9.json,Order,9,0,0,6,2,8,0.75,0,0,0,0,0,0.75
Order9.json,Order,9,0,1,6,2,8,0.75,0,0,0,0,0,0.75
Order9.json,Order,9,0,2,3,6,9,0.3333,0,1,0,0,1,-0.6667
OrderMinimal.json,Order,,1,0,24,3,27,0.8889,1,0,1,1,3,-0.1111
OrderMinimal.json,Order,,1,1,24,5,29,0.8276,1,0,0,0,1,-0.1724
OrderMinimal.json,Order,,1,2,17,2,19,0.8947,1,0,0,0,1,-0.1053
SameDifferent1.json,SameDifferent,1,0,0,9,0,9,1.0,1,0,0,0,1,0.0
SameDifferent1.json,SameDifferent,1,0,1,8,0,8,1.0,0,0,0,0,0,1.0
SameDifferent1.json,SameDifferent,1,0,2,5,3,8,0.625,1,0,0,1,2,-0.375
SameDifferent10.json,SameDifferent,10,0,0,7,1,8,0.875,0,0,1,1,2,-0.125
SameDifferent10.json,SameDifferent,10,0,1,8,0,8,1.0,0,0,0,0,0,1.0
SameDifferent10.json,SameDifferent,10,0,2,8,1,9,0.8889,1,0,1,1,3,-0.1111
SameDifferent2.json,SameDifferent,2,0,0,8,0,8,1.0,0,0,0,0,0,1.0
SameDifferent2.json,SameDifferent,2,0,1,7,1,8,0.875,0,0,0,0,0,0.875
SameDifferent2.json,SameDifferent,2,0,2,7,1,8,0.875,0,0,0,0,0,0.875
SameDifferent3.json,SameDifferent,3,0,0,7,1,8,0.875,1,0,0,1,2,-0.125
SameDifferent3.json,SameDifferent,3,0,1,8,0,8,1.0,1,0,0,0,1,0.0
SameDifferent3.json,SameDifferent,3,0,2,9,0,9,1.0,1,0,0,0,1,0.0
SameDifferent4.json,SameDifferent,4,0,0,6,2,8,0.75,0,0,0,0,0,0.75
SameDifferent4.json,SameDifferent,4,0,1,9,0,9,1.0,1,0,0,0,1,0.0
SameDifferent4.json,SameDifferent,4,0,2,12,2,14,0.8571,0,0,0,0,0,0.8571
SameDifferent5.json,SameDifferent,5,0,0,8,2,10,0.8,1,1,1,1,4,-0.2
SameDifferent5.json,SameDifferent,5,0,1,8,0,8,1.0,1,0,0,0,1,0.0
SameDifferent5.json,SameDifferent,5,0,2,8,0,8,1.0,1,0,1,1,3,0.0
SameDifferent6.json,SameDifferent,6,0,0,18,1,19,0.9474,1,0,0,0,1,-0.0526
SameDifferent6.json,SameDifferent,6,0,1,9,1,10,0.9,0,0,0,0,0,0.9
SameDifferent6.json,SameDifferent,6,0,2,7,1,8,0.875,0,0,0,0,0,0.875
SameDifferent7.json,SameDifferent,7,0,0,8,0,8,1.0,0,0,0,0,0,1.0
SameDifferent7.json,SameDifferent,7,0,1,8,1,9,0.8889,1,0,0,0,1,-0.1111
SameDifferent7.json,SameDifferent,7,0,2,9,0,9,1.0,0,0,0,0,0,1.0
SameDifferent8.json,SameDifferent,8,0,0,3,5,8,0.375,0,0,0,0,0,0.375
SameDifferent8.json,SameDifferent,8,0,1,4,5,9,0.4444,1,1,0,0,2,-0.5556
SameDifferent8.json,SameDifferent,8,0,2,7,1,8,0.875,0,1,0,0,1,-0.125
SameDifferent9.json,SameDifferent,9,0,0,8,0,8,1.0,1,1,0,1,3,0.0
SameDifferent9.json,SameDifferent,9,0,1,7,1,8,0.875,1,0,1,1,3,-0.125
SameDifferent9.json,SameDifferent,9,0,2,7,1,8,0.875,1,1,0,0,2,-0.125
SameDifferentMinimal.json,SameDifferent,,1,0,19,2,21,0.9048,1,0,0,1,2,-0.0952
SameDifferentMinimal.json,SameDifferent,,1,1,19,0,19,1.0,1,1,0,0,2,0.0
SameDifferentMinimal.json,SameDifferent,,1,2,24,0,24,1.0,0,0,0,0,0,1.0
TopBottom2D1.json,TopBottom2D,1,0,0,10,0,10,1.0,1,1,0,0,2,0.0
TopBottom2D1.json,TopBottom2D,1,0,1,10,1,11,0.9091,0,1,0,0,1,-0.0909
TopBottom2D1.json,TopBottom2D,1,0,2,9,0,9,1.0,0,1,0,0,1,0.0
TopBottom2D10.json,TopBottom2D,10,0,0,8,0,8,1.0,0,0,0,0,0,1.0
TopBottom2D10.json,TopBottom2D,10,0,1,6,2,8,0.75,0,0,0,0,0,0.75
TopBottom2D10.json,TopBottom2D,10,0,2,7,1,8,0.875,0,0,1,1,2,-0.125
TopBottom2D2.json,TopBottom2D,2,0,0,7,1,8,0.875,1,1,0,1,3,-0.125
TopBottom2D2.json,TopBottom2D,2,0,1,7,1,8,0.875,1,0,0,0,1,-0.125
TopBottom2D2.json,TopBottom2D,2,0,2,8,0,8,1.0,1,1,0,0,2,0.0
TopBottom2D3.json,TopBottom2D,3,0,0,8,0,8,1.0,1,1,1,1,4,0.0
TopBottom2D3.json,TopBottom2D,3,0,1,8,0,8,1.0,1,1,1,1,4,0.0
TopBottom2D3.json,TopBottom2D,3,0,2,9,1,10,0.9,1,1,1,1,4,-0.1
TopBottom2D4.json,TopBottom2D,4,0,0,8,0,8,1.0,0,0,0,0,0,1.0
TopBottom2D4.json,TopBottom2D,4,0,1,9,0,9,1.0,0,0,0,1,1,0.0
TopBottom2D4.json,TopBottom2D,4,0,2,8,1,9,0.8889,0,1,0,0,1,-0.1111
TopBottom2D5.json,TopBottom2D,5,0,0,8,0,8,1.0,0,0,0,0,0,1.0
TopBottom2D5.json,TopBottom2D,5,0,1,7,1,8,0.875,0,0,0,0,0,0.875
TopBottom2D5.json,TopBottom2D,5,0,2,14,1,15,0.9333,0,0,0,0,0,0.9333
TopBottom2D6.json,TopBottom2D,6,0,0,7,1,8,0.875,1,1,0,1,3,-0.125
TopBottom2D6.json,TopBottom2D,6,0,1,8,0,8,1.0,1,0,0,0,1,0.0
TopBottom2D6.json,TopBottom2D,6,0,2,8,0,8,1.0,1,0,0,0,1,0.0
TopBottom2D7.json,TopBottom2D,7,0,0,8,0,8,1.0,1,1,1,1,4,0.0
TopBottom2D7.json,TopBottom2D,7,0,1,8,0,8,1.0,1,1,1,1,4,0.0
TopBottom2D7.json,TopBottom2D,7,0,2,8,0,8,1.0,1,1,0,1,3,0.0
TopBottom2D8.json,TopBottom2D,8,0,0,8,0,8,1.0,1,1,0,0,2,0.0
TopBottom2D8.json,TopBottom2D,8,0,1,8,0,8,1.0,1,0,0,0,1,0.0
TopBottom2D8.json,TopBottom2D,8,0,2,8,0,8,1.0,1,1,1,1,4,0.0
TopBottom2D9.json,TopBottom2D,9,0,0,8,0,8,1.0,1,0,0,0,1,0.0
TopBottom2D9.json,TopBottom2D,9,0,1,8,0,8,1.0,1,1,0,0,2,0.0
TopBottom2D9.json,TopBottom2D,9,0,2,7,1,8,0.875,0,1,0,0,1,-0.125
TopBottom2DMinimal.json,TopBottom2D,,1,0,18,0,18,1.0,1,0,1,1,3,0.0
TopBottom2DMinimal.json,TopBottom2D,,1,1,32,1,33,0.9697,0,1,1,1,3,-0.0303
TopBottom2DMinimal.json,TopBottom2D,,1,2,25,1,26,0.9615,1,1,1,1,4,-0.0385
TopBottom3D1.json,TopBottom3D,1,0,0,8,0,8,1.0,1,0,0,0,1,0.0
TopBottom3D1.json,TopBottom3D,1,0,1,8,0,8,1.0,1,0,0,0,1,0.0
TopBottom3D1.json,TopBottom3D,1,0,2,8,0,8,1.0,0,0,0,0,0,1.0
TopBottom3D10.json,TopBottom3D,10,0,0,8,0,8,1.0,0,0,0,0,0,1.0
TopBottom3D10.json,TopBottom3D,10,0,1,9,0,9,1.0,1,0,0,0,1,0.0
TopBottom3D10.json,TopBottom3D,10,0,2,9,0,9,1.0,1,0,0,0,1,0.0
TopBottom3D2.json,TopBottom3D,2,0,0,6,2,8,0.75,1,0,1,1,3,-0.25
TopBottom3D2.json,TopBottom3D,2,0,1,8,0,8,1.0,1,0,1,1,3,0.0
TopBottom3D2.json,TopBottom3D,2,0,2,8,0,8,1.0,1,0,0,0,1,0.0
TopBottom3D3.json,TopBottom3D,3,0,0,8,0,8,1.0,1,0,1,1,3,0.0
TopBottom3D3.json,TopBottom3D,3,0,1,8,0,8,1.0,1,0,1,1,3,0.0
TopBottom3D3.json,TopBottom3D,3,0,2,6,2,8,0.75,0,0,0,0,0,0.75
TopBottom3D4.json,TopBottom3D,4,0,0,7,2,9,0.7778,0,0,1,0,1,-0.2222
TopBottom3D4.json,TopBottom3D,4,0,1,8,0,8,1.0,0,0,0,1,1,0.0
TopBottom3D4.json,TopBottom3D,4,0,2,8,0,8,1.0,0,0,0,0,0,1.0
TopBottom3D5.json,TopBottom3D,5,0,0,8,1,9,0.8889,1,0,0,0,1,-0.1111
TopBottom3D5.json,TopBottom3D,5,0,1,7,1,8,0.875,0,0,0,0,0,0.875
TopBottom3D5.json,TopBottom3D,5,0,2,7,6,13,0.5385,0,0,0,0,0,0.5385
TopBottom3D6.json,TopBottom3D,6,0,0,9,0,9,1.0,0,0,0,0,0,1.0
TopBottom3D6.json,TopBottom3D,6,0,1,5,3,8,0.625,0,0,0,0,0,0.625
TopBottom3D6.json,TopBottom3D,6,0,2,7,1,8,0.875,1,0,0,0,1,-0.125
TopBottom3D7.json,TopBottom3D,7,0,0,8,0,8,1.0,1,0,0,1,2,0.0
TopBottom3D7.json,TopBottom3D,7,0,1,9,0,9,1.0,1,0,0,0,1,0.0
TopBottom3D7.json,TopBottom3D,7,0,2,8,0,8,1.0,1,0,0,0,1,0.0
TopBottom3D8.json,TopBottom3D,8,0,0,9,0,9,1.0,1,1,0,0,2,0.0
TopBottom3D8.json,TopBottom3D,8,0,1,8,0,8,1.0,0,0,0,1,1,0.0
TopBottom3D8.json,TopBottom3D,8,0,2,9,0,9,1.0,0,0,0,0,0,1.0
TopBottom3D9.json,TopBottom3D,9,0,0,15,3,18,0.8333,1,0,0,0,1,-0.1667
TopBottom3D9.json,TopBottom3D,9,0,1,20,0,20,1.0,1,0,1,1,3,0.0
TopBottom3D9.json,TopBottom3D,9,0,2,17,1,18,0.9444,1,0,0,0,1,-0.0556
TopBottom3DMinimal.json,TopBottom3D,,1,0,19,0,19,1.0,1,0,0,0,1,0.0
TopBottom3DMinimal.json,TopBottom3D,,1,1,24,0,24,1.0,1,1,0,0,2,0.0
TopBottom3DMinimal.json,TopBottom3D,,1,2,15,1,16,0.9375,0,0,0,0,0,0.9375
